system:time_start,NDSI_Snow_Cover
"Nov 18, 2016",0
"Nov 19, 2016",
"Nov 20, 2016",
"Nov 21, 2016",
"Nov 22, 2016",0
"Nov 23, 2016",
"Nov 24, 2016",20
"Nov 25, 2016",0
"Nov 26, 2016",0
"Nov 27, 2016",51
"Nov 28, 2016",75
"Nov 29, 2016",72
"Nov 30, 2016",
"Dec 1, 2016",67
"Dec 2, 2016",60
"Dec 3, 2016",71
"Dec 4, 2016",
"Dec 5, 2016",53
"Dec 6, 2016",35
"Dec 7, 2016",67
"Dec 8, 2016",
"Dec 9, 2016",60
"Dec 10, 2016",
"Dec 11, 2016",
"Dec 12, 2016",
"Dec 13, 2016",
"Dec 14, 2016",
"Dec 15, 2016",
"Dec 16, 2016",
"Dec 17, 2016",61
"Dec 18, 2016",
"Dec 19, 2016",
"Dec 20, 2016",
"Dec 21, 2016",
"Dec 22, 2016",24
"Dec 23, 2016",
"Dec 24, 2016",49
"Dec 25, 2016",
"Dec 26, 2016",72
"Dec 27, 2016",47
"Dec 28, 2016",76
"Dec 29, 2016",52
"Dec 30, 2016",
"Dec 31, 2016",15
"Jan 1, 2017",48
"Jan 2, 2017",
"Jan 3, 2017",
"Jan 4, 2017",
"Jan 5, 2017",
"Jan 6, 2017",75
"Jan 7, 2017",
"Jan 8, 2017",
"Jan 9, 2017",
"Jan 10, 2017",
"Jan 11, 2017",
"Jan 12, 2017",
"Jan 13, 2017",75
"Jan 14, 2017",69
"Jan 15, 2017",82
"Jan 16, 2017",64
"Jan 17, 2017",77
"Jan 18, 2017",
"Jan 19, 2017",
"Jan 20, 2017",
"Jan 21, 2017",
"Jan 22, 2017",
"Jan 23, 2017",
"Jan 24, 2017",74
"Jan 25, 2017",72
"Jan 26, 2017",74
"Jan 27, 2017",78
"Jan 28, 2017",60
"Jan 29, 2017",84
"Jan 30, 2017",
"Jan 31, 2017",87
"Feb 1, 2017",80
"Feb 2, 2017",
"Feb 3, 2017",
"Feb 4, 2017",
"Feb 5, 2017",
"Feb 6, 2017",
"Feb 7, 2017",
"Feb 8, 2017",
"Feb 9, 2017",
"Feb 10, 2017",
"Feb 11, 2017",71
"Feb 12, 2017",78
"Feb 13, 2017",
"Feb 14, 2017",83
"Feb 15, 2017",
"Feb 16, 2017",
"Feb 17, 2017",
"Feb 18, 2017",
"Feb 19, 2017",
"Feb 20, 2017",
"Feb 21, 2017",65
"Feb 22, 2017",55
"Feb 23, 2017",
"Feb 24, 2017",57
"Feb 25, 2017",74
"Feb 26, 2017",59
"Feb 27, 2017",
"Feb 28, 2017",66
"Mar 1, 2017",64
"Mar 2, 2017",84
"Mar 3, 2017",62
"Mar 4, 2017",89
"Mar 5, 2017",
"Mar 6, 2017",
"Mar 7, 2017",74
"Mar 8, 2017",72
"Mar 9, 2017",88
"Mar 10, 2017",
"Mar 11, 2017",
"Mar 12, 2017",77
"Mar 13, 2017",84
"Mar 14, 2017",80
"Mar 15, 2017",64
"Mar 16, 2017",
"Mar 17, 2017",
"Mar 18, 2017",
"Mar 19, 2017",
"Mar 20, 2017",
"Mar 21, 2017",
"Mar 22, 2017",
"Mar 23, 2017",64
"Mar 24, 2017",
"Mar 25, 2017",
"Mar 26, 2017",
"Mar 27, 2017",78
"Mar 28, 2017",74
"Mar 29, 2017",83
"Mar 30, 2017",
"Mar 31, 2017",
"Apr 1, 2017",83
"Apr 2, 2017",
"Apr 3, 2017",82
"Apr 4, 2017",
"Apr 5, 2017",74
"Apr 6, 2017",
"Apr 7, 2017",
"Apr 8, 2017",
"Apr 9, 2017",61
"Apr 10, 2017",70
"Apr 11, 2017",
"Apr 12, 2017",75
"Apr 13, 2017",
"Apr 14, 2017",79
"Apr 15, 2017",
"Apr 16, 2017",
"Apr 17, 2017",
"Apr 18, 2017",
"Apr 19, 2017",72
"Apr 20, 2017",57
"Apr 21, 2017",
"Apr 22, 2017",
"Apr 23, 2017",39
"Apr 24, 2017",
"Apr 25, 2017",
"Apr 26, 2017",
"Apr 27, 2017",31
"Apr 28, 2017",26
"Apr 29, 2017",28
"Apr 30, 2017",14
"May 1, 2017",0
"May 2, 2017",0
"May 3, 2017",0
"May 4, 2017",0
"May 5, 2017",
"May 6, 2017",
"May 7, 2017",
"May 8, 2017",0
"May 9, 2017",0
"May 10, 2017",0
"May 11, 2017",0
"May 12, 2017",
"May 13, 2017",0
"May 14, 2017",
"May 15, 2017",
"May 16, 2017",
"May 17, 2017",
"May 18, 2017",0
"May 19, 2017",0
"May 20, 2017",0
"May 21, 2017",0
"May 22, 2017",0
"May 23, 2017",0
"May 24, 2017",0
"May 25, 2017",0
"May 26, 2017",0
"May 27, 2017",0
"May 28, 2017",0
"May 29, 2017",0
"May 30, 2017",0
"May 31, 2017",
"Jun 1, 2017",0
"Jun 2, 2017",0
"Jun 3, 2017",
"Jun 4, 2017",0
"Jun 5, 2017",0
"Jun 6, 2017",0
"Jun 7, 2017",0
"Jun 8, 2017",
"Jun 9, 2017",0
"Jun 10, 2017",0
"Jun 11, 2017",
"Jun 12, 2017",
"Jun 13, 2017",0
"Jun 14, 2017",0
"Jun 15, 2017",0
"Jun 16, 2017",0
"Jun 17, 2017",0
"Jun 18, 2017",0
"Jun 19, 2017",0
"Jun 20, 2017",0
"Jun 21, 2017",0
"Jun 22, 2017",0
"Jun 23, 2017",0
"Jun 24, 2017",0
"Jun 25, 2017",0
"Jun 26, 2017",0
"Jun 27, 2017",0
"Jun 28, 2017",0
"Jun 29, 2017",0
"Jun 30, 2017",0
"Jul 1, 2017",0
"Jul 2, 2017",0
"Jul 3, 2017",0
"Jul 4, 2017",0
"Jul 5, 2017",0
"Jul 6, 2017",0
"Jul 7, 2017",0
"Jul 8, 2017",0
"Jul 9, 2017",0
"Jul 10, 2017",0
"Jul 11, 2017",0
"Jul 12, 2017",0
"Jul 13, 2017",0
"Jul 14, 2017",0
"Jul 15, 2017",0
"Jul 16, 2017",
"Jul 17, 2017",0
"Jul 18, 2017",0
"Jul 19, 2017",0
"Jul 20, 2017",0
"Jul 21, 2017",0
"Jul 22, 2017",0
"Jul 23, 2017",0
"Jul 24, 2017",0
"Jul 25, 2017",0
"Jul 26, 2017",0
"Jul 27, 2017",0
"Jul 28, 2017",0
"Jul 29, 2017",0
"Jul 30, 2017",0
"Jul 31, 2017",0
"Aug 1, 2017",0
"Aug 2, 2017",
"Aug 3, 2017",
"Aug 4, 2017",
"Aug 5, 2017",
"Aug 6, 2017",0
"Aug 7, 2017",0
"Aug 8, 2017",0
"Aug 9, 2017",0
"Aug 10, 2017",0
"Aug 11, 2017",0
"Aug 12, 2017",0
"Aug 13, 2017",0
"Aug 14, 2017",14
"Aug 15, 2017",0
"Aug 16, 2017",0
"Aug 17, 2017",0
"Aug 18, 2017",
"Aug 19, 2017",
"Aug 20, 2017",0
"Aug 21, 2017",
"Aug 22, 2017",
"Aug 23, 2017",
"Aug 24, 2017",0
"Aug 25, 2017",0
"Aug 26, 2017",25
"Aug 27, 2017",
"Aug 28, 2017",18
"Aug 29, 2017",
"Aug 30, 2017",
"Aug 31, 2017",22
"Sep 1, 2017",0
"Sep 2, 2017",0
"Sep 3, 2017",0
"Sep 4, 2017",
"Sep 5, 2017",0
"Sep 6, 2017",
"Sep 7, 2017",0
"Sep 8, 2017",0
"Sep 9, 2017",0
"Sep 10, 2017",0
"Sep 11, 2017",
"Sep 12, 2017",
"Sep 13, 2017",0
"Sep 14, 2017",0
"Sep 15, 2017",0
"Sep 16, 2017",0
"Sep 17, 2017",0
"Sep 18, 2017",0
"Sep 19, 2017",0
"Sep 20, 2017",0
"Sep 21, 2017",
"Sep 22, 2017",
"Sep 23, 2017",0
"Sep 24, 2017",0
"Sep 25, 2017",0
"Sep 26, 2017",0
"Sep 27, 2017",0
"Sep 28, 2017",0
"Sep 29, 2017",0
"Sep 30, 2017",0
"Oct 1, 2017",0
"Oct 2, 2017",0
"Oct 3, 2017",
"Oct 4, 2017",0
"Oct 5, 2017",0
"Oct 6, 2017",17
"Oct 7, 2017",0
"Oct 8, 2017",0
"Oct 9, 2017",0
"Oct 10, 2017",0
"Oct 11, 2017",
"Oct 12, 2017",0
"Oct 13, 2017",0
"Oct 14, 2017",0
"Oct 15, 2017",0
"Oct 16, 2017",0
"Oct 17, 2017",
"Oct 18, 2017",
"Oct 19, 2017",0
"Oct 20, 2017",
"Oct 21, 2017",0
"Oct 22, 2017",0
"Oct 23, 2017",0
"Oct 24, 2017",0
"Oct 25, 2017",0
"Oct 26, 2017",0
"Oct 27, 2017",0
"Oct 28, 2017",0
"Oct 29, 2017",0
"Oct 30, 2017",
"Oct 31, 2017",0
"Nov 1, 2017",0
"Nov 2, 2017",
"Nov 3, 2017",
"Nov 4, 2017",
"Nov 5, 2017",0
"Nov 6, 2017",0
"Nov 7, 2017",0
"Nov 8, 2017",
"Nov 9, 2017",0
"Nov 10, 2017",
"Nov 11, 2017",0
"Nov 12, 2017",
"Nov 13, 2017",0
"Nov 14, 2017",0
"Nov 15, 2017",
"Nov 16, 2017",
"Nov 17, 2017",0
"Nov 18, 2017",0
"Nov 19, 2017",
"Nov 20, 2017",
"Nov 21, 2017",
"Nov 22, 2017",0
"Nov 23, 2017",0
"Nov 24, 2017",0
"Nov 25, 2017",0
"Nov 26, 2017",0
"Nov 27, 2017",61
"Nov 28, 2017",
"Nov 29, 2017",68
"Nov 30, 2017",28
"Dec 1, 2017",28
"Dec 2, 2017",19
"Dec 3, 2017",
"Dec 4, 2017",30
"Dec 5, 2017",0
"Dec 6, 2017",0
"Dec 7, 2017",0
"Dec 8, 2017",0
"Dec 9, 2017",0
"Dec 10, 2017",0
"Dec 11, 2017",0
"Dec 12, 2017",0
"Dec 13, 2017",0
"Dec 14, 2017",0
"Dec 15, 2017",
"Dec 16, 2017",0
"Dec 17, 2017",0
"Dec 18, 2017",0
"Dec 19, 2017",
"Dec 20, 2017",
"Dec 21, 2017",
"Dec 22, 2017",48
"Dec 23, 2017",10
"Dec 24, 2017",
"Dec 25, 2017",17
"Dec 26, 2017",0
"Dec 27, 2017",
"Dec 28, 2017",0
"Dec 29, 2017",
"Dec 30, 2017",
"Dec 31, 2017",
"Jan 1, 2018",
"Jan 2, 2018",
"Jan 3, 2018",
"Jan 4, 2018",
"Jan 5, 2018",
"Jan 6, 2018",
"Jan 7, 2018",0
"Jan 8, 2018",
"Jan 9, 2018",
"Jan 10, 2018",
"Jan 11, 2018",
"Jan 12, 2018",0
"Jan 13, 2018",0
"Jan 14, 2018",
"Jan 15, 2018",
"Jan 16, 2018",
"Jan 17, 2018",
"Jan 18, 2018",0
"Jan 19, 2018",
"Jan 20, 2018",71
"Jan 21, 2018",57
"Jan 22, 2018",
"Jan 23, 2018",72
"Jan 24, 2018",
"Jan 25, 2018",61
"Jan 26, 2018",44
"Jan 27, 2018",68
"Jan 28, 2018",66
"Jan 29, 2018",
"Jan 30, 2018",
"Jan 31, 2018",12
"Feb 1, 2018",17
"Feb 2, 2018",0
"Feb 3, 2018",0
"Feb 4, 2018",
"Feb 5, 2018",0
"Feb 6, 2018",0
"Feb 7, 2018",0
"Feb 8, 2018",0
"Feb 9, 2018",0
"Feb 10, 2018",0
"Feb 11, 2018",
"Feb 12, 2018",
"Feb 13, 2018",0
"Feb 14, 2018",
"Feb 15, 2018",0
"Feb 16, 2018",0
"Feb 17, 2018",0
"Feb 18, 2018",
"Feb 19, 2018",
"Feb 20, 2018",57
"Feb 21, 2018",48
"Feb 22, 2018",
"Feb 23, 2018",62
"Feb 24, 2018",63
"Feb 25, 2018",
"Feb 26, 2018",
"Feb 27, 2018",42
"Feb 28, 2018",61
"Mar 1, 2018",
"Mar 2, 2018",
"Mar 3, 2018",
"Mar 4, 2018",60
"Mar 5, 2018",79
"Mar 6, 2018",67
"Mar 7, 2018",
"Mar 8, 2018",72
"Mar 9, 2018",70
"Mar 10, 2018",
"Mar 11, 2018",73
"Mar 12, 2018",79
"Mar 13, 2018",
"Mar 14, 2018",
"Mar 15, 2018",
"Mar 16, 2018",
"Mar 17, 2018",
"Mar 18, 2018",68
"Mar 19, 2018",76
"Mar 20, 2018",
"Mar 21, 2018",
"Mar 22, 2018",
"Mar 23, 2018",88
"Mar 24, 2018",
"Mar 25, 2018",
"Mar 26, 2018",73
"Mar 27, 2018",71
"Mar 28, 2018",86
"Mar 29, 2018",
"Mar 30, 2018",80
"Mar 31, 2018",
"Apr 1, 2018",
"Apr 2, 2018",60
"Apr 3, 2018",51
"Apr 4, 2018",
"Apr 5, 2018",
"Apr 6, 2018",
"Apr 7, 2018",
"Apr 8, 2018",0
"Apr 9, 2018",
"Apr 10, 2018",
"Apr 11, 2018",
"Apr 12, 2018",31
"Apr 13, 2018",0
"Apr 14, 2018",0
"Apr 15, 2018",0
"Apr 16, 2018",
"Apr 17, 2018",71
"Apr 18, 2018",
"Apr 19, 2018",
"Apr 20, 2018",0
"Apr 21, 2018",0
"Apr 22, 2018",0
"Apr 23, 2018",0
"Apr 24, 2018",0
"Apr 25, 2018",0
"Apr 26, 2018",0
"Apr 27, 2018",0
"Apr 28, 2018",0
"Apr 29, 2018",
"Apr 30, 2018",
"May 1, 2018",
"May 2, 2018",0
"May 3, 2018",0
"May 4, 2018",0
"May 5, 2018",
"May 6, 2018",0
"May 7, 2018",0
"May 8, 2018",0
"May 9, 2018",0
"May 10, 2018",0
"May 11, 2018",0
"May 12, 2018",0
"May 13, 2018",0
"May 14, 2018",
"May 15, 2018",
"May 16, 2018",
"May 17, 2018",0
"May 18, 2018",
"May 19, 2018",
"May 20, 2018",
"May 21, 2018",
"May 22, 2018",
"May 23, 2018",
"May 24, 2018",0
"May 25, 2018",
"May 26, 2018",
"May 27, 2018",0
"May 28, 2018",0
"May 29, 2018",0
"May 30, 2018",0
"May 31, 2018",0
"Jun 1, 2018",0
"Jun 2, 2018",0
"Jun 3, 2018",0
"Jun 4, 2018",0
"Jun 5, 2018",
"Jun 6, 2018",0
"Jun 7, 2018",0
"Jun 8, 2018",0
"Jun 9, 2018",0
"Jun 10, 2018",0
"Jun 11, 2018",0
"Jun 12, 2018",0
"Jun 13, 2018",0
"Jun 14, 2018",0
"Jun 15, 2018",0
"Jun 16, 2018",0
"Jun 17, 2018",0
"Jun 18, 2018",0
"Jun 19, 2018",0
"Jun 20, 2018",0
"Jun 21, 2018",0
"Jun 22, 2018",0
"Jun 23, 2018",0
"Jun 24, 2018",0
"Jun 25, 2018",0
"Jun 26, 2018",0
"Jun 27, 2018",0
"Jun 28, 2018",0
"Jun 29, 2018",0
"Jun 30, 2018",0
"Jul 1, 2018",0
"Jul 2, 2018",0
"Jul 3, 2018",0
"Jul 4, 2018",0
"Jul 5, 2018",0
"Jul 6, 2018",0
"Jul 7, 2018",0
"Jul 8, 2018",0
"Jul 9, 2018",0
"Jul 10, 2018",0
"Jul 11, 2018",0
"Jul 12, 2018",
"Jul 13, 2018",
"Jul 14, 2018",0
"Jul 15, 2018",0
"Jul 16, 2018",13
"Jul 17, 2018",0
"Jul 18, 2018",0
"Jul 19, 2018",0
"Jul 20, 2018",0
"Jul 21, 2018",25
"Jul 22, 2018",0
"Jul 23, 2018",0
"Jul 24, 2018",0
"Jul 25, 2018",0
"Jul 26, 2018",0
"Jul 27, 2018",0
"Jul 28, 2018",24
"Jul 29, 2018",11
"Jul 30, 2018",
"Jul 31, 2018",0
"Aug 1, 2018",
"Aug 2, 2018",0
"Aug 3, 2018",31
"Aug 4, 2018",0
"Aug 5, 2018",0
"Aug 6, 2018",27
"Aug 7, 2018",0
"Aug 8, 2018",0
"Aug 9, 2018",0
"Aug 10, 2018",14
"Aug 11, 2018",0
"Aug 12, 2018",0
"Aug 13, 2018",0
"Aug 14, 2018",0
"Aug 15, 2018",0
"Aug 16, 2018",0
"Aug 17, 2018",0
"Aug 18, 2018",0
"Aug 19, 2018",0
"Aug 20, 2018",0
"Aug 21, 2018",0
"Aug 22, 2018",0
"Aug 23, 2018",0
"Aug 24, 2018",0
"Aug 25, 2018",0
"Aug 26, 2018",0
"Aug 27, 2018",0
"Aug 28, 2018",0
"Aug 29, 2018",0
"Aug 30, 2018",
"Aug 31, 2018",0
"Sep 1, 2018",0
"Sep 2, 2018",0
"Sep 3, 2018",0
"Sep 4, 2018",0
"Sep 5, 2018",0
"Sep 6, 2018",0
"Sep 7, 2018",0
"Sep 8, 2018",0
"Sep 9, 2018",0
"Sep 10, 2018",0
"Sep 11, 2018",0
"Sep 12, 2018",0
"Sep 13, 2018",
"Sep 14, 2018",0
"Sep 15, 2018",0
"Sep 16, 2018",0
"Sep 17, 2018",0
"Sep 18, 2018",0
"Sep 19, 2018",0
"Sep 20, 2018",0
"Sep 21, 2018",0
"Sep 22, 2018",0
"Sep 23, 2018",0
"Sep 24, 2018",0
"Sep 25, 2018",0
"Sep 26, 2018",0
"Sep 27, 2018",0
"Sep 28, 2018",
"Sep 29, 2018",
"Sep 30, 2018",0
"Oct 1, 2018",0
"Oct 2, 2018",
"Oct 3, 2018",
"Oct 4, 2018",
"Oct 5, 2018",0
"Oct 6, 2018",0
"Oct 7, 2018",0
"Oct 8, 2018",
"Oct 9, 2018",0
"Oct 10, 2018",0
"Oct 11, 2018",0
"Oct 12, 2018",0
"Oct 13, 2018",0
"Oct 14, 2018",0
"Oct 15, 2018",0
"Oct 16, 2018",0
"Oct 17, 2018",0
"Oct 18, 2018",0
"Oct 19, 2018",0
"Oct 20, 2018",0
"Oct 21, 2018",0
"Oct 22, 2018",0
"Oct 23, 2018",0
"Oct 24, 2018",0
"Oct 25, 2018",0
"Oct 26, 2018",0
"Oct 27, 2018",0
"Oct 28, 2018",0
"Oct 29, 2018",
"Oct 30, 2018",0
"Oct 31, 2018",0
"Nov 1, 2018",
"Nov 2, 2018",0
"Nov 3, 2018",
"Nov 4, 2018",
"Nov 5, 2018",0
"Nov 6, 2018",0
"Nov 7, 2018",0
"Nov 8, 2018",0
"Nov 9, 2018",0
"Nov 10, 2018",0
"Nov 11, 2018",0
"Nov 12, 2018",0
"Nov 13, 2018",
"Nov 14, 2018",0
"Nov 15, 2018",0
"Nov 16, 2018",0
"Nov 17, 2018",0
"Nov 18, 2018",0
"Nov 19, 2018",
"Nov 20, 2018",0
"Nov 21, 2018",
"Nov 22, 2018",50
"Nov 23, 2018",
"Nov 24, 2018",55
"Nov 25, 2018",76
"Nov 26, 2018",
"Nov 27, 2018",
"Nov 28, 2018",
"Nov 29, 2018",
"Nov 30, 2018",
"Dec 1, 2018",
"Dec 2, 2018",69
"Dec 3, 2018",66
"Dec 4, 2018",
"Dec 5, 2018",
"Dec 6, 2018",64
"Dec 7, 2018",61
"Dec 8, 2018",65
"Dec 9, 2018",
"Dec 10, 2018",
"Dec 11, 2018",81
"Dec 12, 2018",67
"Dec 13, 2018",73
"Dec 14, 2018",
"Dec 15, 2018",59
"Dec 16, 2018",
"Dec 17, 2018",
"Dec 18, 2018",84
"Dec 19, 2018",
"Dec 20, 2018",
"Dec 21, 2018",
"Dec 22, 2018",36
"Dec 23, 2018",
"Dec 24, 2018",
"Dec 25, 2018",
"Dec 26, 2018",
"Dec 27, 2018",77
"Dec 28, 2018",53
"Dec 29, 2018",66
"Dec 30, 2018",63
"Dec 31, 2018",58
"Jan 1, 2019",53
"Jan 2, 2019",38
"Jan 3, 2019",60
"Jan 4, 2019",46
"Jan 5, 2019",
"Jan 6, 2019",
"Jan 7, 2019",
"Jan 8, 2019",
"Jan 9, 2019",
"Jan 10, 2019",75
"Jan 11, 2019",
"Jan 12, 2019",82
"Jan 13, 2019",53
"Jan 14, 2019",
"Jan 15, 2019",
"Jan 16, 2019",
"Jan 17, 2019",
"Jan 18, 2019",
"Jan 19, 2019",
"Jan 20, 2019",
"Jan 21, 2019",72
"Jan 22, 2019",57
"Jan 23, 2019",75
"Jan 24, 2019",78
"Jan 25, 2019",58
"Jan 26, 2019",73
"Jan 27, 2019",
"Jan 28, 2019",
"Jan 29, 2019",
"Jan 30, 2019",
