system:time_start,NDSI_Snow_Cover
"Aug 21, 2016",0
"Aug 22, 2016",
"Aug 23, 2016",0
"Aug 24, 2016",0
"Aug 25, 2016",0
"Aug 26, 2016",0
"Aug 27, 2016",0
"Aug 28, 2016",0
"Aug 29, 2016",0
"Aug 30, 2016",0
"Aug 31, 2016",0
"Sep 1, 2016",0
"Sep 2, 2016",0
"Sep 3, 2016",
"Sep 4, 2016",0
"Sep 5, 2016",0
"Sep 6, 2016",0
"Sep 7, 2016",0
"Sep 8, 2016",0
"Sep 9, 2016",0
"Sep 10, 2016",0
"Sep 11, 2016",0
"Sep 12, 2016",0
"Sep 13, 2016",0
"Sep 14, 2016",0
"Sep 15, 2016",0
"Sep 16, 2016",0
"Sep 17, 2016",0
"Sep 18, 2016",0
"Sep 19, 2016",0
"Sep 20, 2016",
"Sep 21, 2016",
"Sep 22, 2016",0
"Sep 23, 2016",0
"Sep 24, 2016",0
"Sep 25, 2016",0
"Sep 26, 2016",0
"Sep 27, 2016",0
"Sep 28, 2016",0
"Sep 29, 2016",0
"Sep 30, 2016",0
"Oct 1, 2016",0
"Oct 2, 2016",0
"Oct 3, 2016",
"Oct 4, 2016",0
"Oct 5, 2016",0
"Oct 6, 2016",0
"Oct 7, 2016",0
"Oct 8, 2016",0
"Oct 9, 2016",0
"Oct 10, 2016",
"Oct 11, 2016",0
"Oct 12, 2016",0
"Oct 13, 2016",0
"Oct 14, 2016",
"Oct 15, 2016",
"Oct 16, 2016",
"Oct 17, 2016",
"Oct 18, 2016",0
"Oct 19, 2016",0
"Oct 20, 2016",0
"Oct 21, 2016",0
"Oct 22, 2016",0
"Oct 23, 2016",0
"Oct 24, 2016",
"Oct 25, 2016",
"Oct 26, 2016",0
"Oct 27, 2016",
"Oct 28, 2016",
"Oct 29, 2016",0
"Oct 30, 2016",48
"Oct 31, 2016",0
"Nov 1, 2016",0
"Nov 2, 2016",0
"Nov 3, 2016",0
"Nov 4, 2016",0
"Nov 5, 2016",0
"Nov 6, 2016",
"Nov 7, 2016",0
"Nov 8, 2016",0
"Nov 9, 2016",0
"Nov 10, 2016",0
"Nov 11, 2016",0
"Nov 12, 2016",0
"Nov 13, 2016",0
"Nov 14, 2016",0
"Nov 15, 2016",0
"Nov 16, 2016",
"Nov 17, 2016",0
"Nov 18, 2016",0
"Nov 19, 2016",
"Nov 20, 2016",
"Nov 21, 2016",
"Nov 22, 2016",0
"Nov 23, 2016",
"Nov 24, 2016",20
"Nov 25, 2016",0
"Nov 26, 2016",0
"Nov 27, 2016",51
"Nov 28, 2016",77
"Nov 29, 2016",75
"Nov 30, 2016",
"Dec 1, 2016",73
"Dec 2, 2016",60
"Dec 3, 2016",82
"Dec 4, 2016",
"Dec 5, 2016",53
"Dec 6, 2016",44
"Dec 7, 2016",66
"Dec 8, 2016",
"Dec 9, 2016",60
"Dec 10, 2016",
"Dec 11, 2016",
"Dec 12, 2016",
"Dec 13, 2016",
"Dec 14, 2016",
"Dec 15, 2016",
"Dec 16, 2016",78
"Dec 17, 2016",62
"Dec 18, 2016",49
"Dec 19, 2016",
"Dec 20, 2016",
"Dec 21, 2016",
"Dec 22, 2016",29
"Dec 23, 2016",
"Dec 24, 2016",
"Dec 25, 2016",
"Dec 26, 2016",74
"Dec 27, 2016",61
"Dec 28, 2016",75
"Dec 29, 2016",52
"Dec 30, 2016",
"Dec 31, 2016",21
"Jan 1, 2017",48
"Jan 2, 2017",
"Jan 3, 2017",
"Jan 4, 2017",
"Jan 5, 2017",
"Jan 6, 2017",79
"Jan 7, 2017",
"Jan 8, 2017",
"Jan 9, 2017",
"Jan 10, 2017",
"Jan 11, 2017",63
"Jan 12, 2017",
"Jan 13, 2017",77
"Jan 14, 2017",69
"Jan 15, 2017",82
"Jan 16, 2017",79
"Jan 17, 2017",77
"Jan 18, 2017",
"Jan 19, 2017",
"Jan 20, 2017",
"Jan 21, 2017",
"Jan 22, 2017",
"Jan 23, 2017",
"Jan 24, 2017",74
"Jan 25, 2017",72
"Jan 26, 2017",74
